coo_number,coo_date,year,period,quarter,month,quarteryear,status,permit,permit_type,permit_subtype,permit_date,zip,rdus,50+units,project_type,stories,tract,coord
96201,9/12/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,10010-10000-00021,Bldg-New,1 or 2 Family Dwelling,9/12/2013,90039,2,No,2-4 units,2,1873,"(34.10218, -118.25658)"
111711,9/16/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-20000-02789,Bldg-New,1 or 2 Family Dwelling,9/16/2013,90731,2,No,2-4 units,2,2971.2,"(33.73069, -118.28512)"
110454,9/16/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-70000-01181,Bldg-New,1 or 2 Family Dwelling,9/16/2013,90061,2,No,2-4 units,2,2411.2,"(33.93213, -118.2747)"
112093,9/16/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02651,Bldg-New,1 or 2 Family Dwelling,9/16/2013,90003,2,No,2-4 units,2,2406,"(33.94204, -118.26846)"
111403,9/18/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,13010-10000-00202,Bldg-New,1 or 2 Family Dwelling,9/18/2013,90011,2,No,2-4 units,2,2285,"(34.00632, -118.26932)"
110884,9/18/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,13010-10000-00107,Bldg-New,1 or 2 Family Dwelling,9/18/2013,90003,2,No,2-4 units,2,2393.2,"(33.97773, -118.27182)"
111361,9/18/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02676,Bldg-New,1 or 2 Family Dwelling,9/18/2013,90001,2,No,2-4 units,2,2395.02,"(33.96948, -118.25833)"
110039,9/23/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02157,Bldg-New,1 or 2 Family Dwelling,9/23/2013,90044,2,No,2-4 units,2,2371.02,"(33.98337, -118.28647)"
111408,9/23/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02930,Bldg-New,1 or 2 Family Dwelling,9/23/2013,90037,2,No,2-4 units,2,2317.1,"(34.00721, -118.28948)"
115137,9/23/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-70000-03017,Bldg-New,1 or 2 Family Dwelling,9/23/2013,90019,2,No,2-4 units,2,2182.1,"(34.04141, -118.34238)"
111167,9/23/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-70000-03018,Bldg-New,1 or 2 Family Dwelling,9/23/2013,90019,2,No,2-4 units,2,2182.1,"(34.04137, -118.34226)"
41526,9/25/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,06010-70000-04233,Bldg-New,1 or 2 Family Dwelling,9/25/2013,90061,2,No,2-4 units,2,2414,"(33.93021, -118.27479)"
113645,9/25/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,13010-70000-00955,Bldg-New,1 or 2 Family Dwelling,9/25/2013,90011,2,No,2-4 units,2,2285,"(34.00462, -118.26677)"
108380,9/26/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02020,Bldg-New,1 or 2 Family Dwelling,9/26/2013,90033,2,No,2-4 units,2,2036,"(34.05198, -118.21304)"
110937,9/26/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-03000,Bldg-New,1 or 2 Family Dwelling,9/26/2013,90003,2,No,2-4 units,2,2397.02,"(33.96144, -118.2758)"
109636,9/27/2013,2013,2013-17,Q3,9,Q3 2013,CofO Issued,12010-10000-02044,Bldg-New,1 or 2 Family Dwelling,9/27/2013,90002,2,No,2-4 units,2,2400.2,"(33.95636, -118.25879)"
112552,10/7/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02889,Bldg-New,1 or 2 Family Dwelling,10/7/2013,90001,2,No,2-4 units,2,2398.02,"(33.96278, -118.25764)"
113001,10/7/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13010-10000-00547,Bldg-New,1 or 2 Family Dwelling,10/7/2013,90011,2,No,2-4 units,2,2270.1,"(34.01872, -118.24802)"
111752,10/7/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-01852,Bldg-New,1 or 2 Family Dwelling,10/7/2013,90037,2,No,2-4 units,2,2327,"(33.99133, -118.28642)"
112502,10/7/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02928,Bldg-New,1 or 2 Family Dwelling,10/7/2013,90044,2,No,2-4 units,2,2377.1,"(33.97056, -118.28835)"
110646,10/8/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02698,Bldg-New,1 or 2 Family Dwelling,10/8/2013,90061,2,No,2-4 units,2,2414,"(33.92476, -118.27287)"
110647,10/10/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13010-10000-00033,Bldg-New,1 or 2 Family Dwelling,10/10/2013,90016,2,No,2-4 units,2,2197,"(34.02822, -118.34943)"
110607,10/15/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02886,Bldg-New,1 or 2 Family Dwelling,10/15/2013,90037,2,No,2-4 units,2,2312.1,"(34.01652, -118.29883)"
112638,10/16/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13010-30000-00809,Bldg-New,1 or 2 Family Dwelling,10/16/2013,90062,2,No,2-4 units,2,2324,"(34.00069, -118.31477)"
110286,10/16/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-01552,Bldg-New,1 or 2 Family Dwelling,10/16/2013,90002,2,No,2-4 units,2,2400.1,"(33.95843, -118.26352)"
110326,10/16/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02744,Bldg-New,1 or 2 Family Dwelling,10/16/2013,90044,2,No,2-4 units,2,2371.02,"(33.98784, -118.284)"
112600,10/21/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13010-10000-00744,Bldg-New,1 or 2 Family Dwelling,10/21/2013,90037,2,No,2-4 units,2,2321.2,"(34.0008, -118.28391)"
113232,10/21/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02841,Bldg-New,1 or 2 Family Dwelling,10/21/2013,90003,2,No,2-4 units,2,2383.1,"(33.96701, -118.27932)"
107842,10/21/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-01880,Bldg-New,1 or 2 Family Dwelling,10/21/2013,90037,2,No,2-4 units,2,2317.1,
112942,10/24/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,13010-10000-00109,Bldg-New,1 or 2 Family Dwelling,10/24/2013,90003,2,No,2-4 units,2,2405,"(33.95117, -118.27321)"
110467,10/29/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02890,Bldg-New,1 or 2 Family Dwelling,10/29/2013,90023,2,No,2-4 units,2,2048.1,"(34.03031, -118.20333)"
95895,10/30/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,10010-30000-02603,Bldg-New,1 or 2 Family Dwelling,10/30/2013,90037,2,No,2-4 units,1,2312.2,"(34.01306, -118.29396)"
111404,10/30/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-10000-02848,Bldg-New,1 or 2 Family Dwelling,10/30/2013,90011,2,No,2-4 units,2,2284.1,"(34.01297, -118.27302)"
109815,10/30/2013,2013,2013-17,Q4,10,Q4 2013,CofO Issued,12010-70000-02766,Bldg-New,1 or 2 Family Dwelling,10/30/2013,90007,2,No,2-4 units,2,2226,"(34.01914, -118.29583)"
113162,11/4/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-00614,Bldg-New,1 or 2 Family Dwelling,11/4/2013,90003,2,No,2-4 units,2,2406,"(33.94841, -118.27066)"
112553,11/4/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,12010-10000-02849,Bldg-New,1 or 2 Family Dwelling,11/4/2013,90061,2,No,2-4 units,2,2414,"(33.92354, -118.27026)"
113355,11/7/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-00495,Bldg-New,1 or 2 Family Dwelling,11/7/2013,90037,2,No,2-4 units,2,2328,"(33.99138, -118.27899)"
114529,11/7/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-01690,Bldg-New,1 or 2 Family Dwelling,11/7/2013,90002,2,No,2-4 units,2,2400.1,"(33.95754, -118.25957)"
113488,11/7/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-00892,Bldg-New,1 or 2 Family Dwelling,11/7/2013,90011,2,No,2-4 units,2,2267,"(34.01894, -118.2584)"
113489,11/7/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-00893,Bldg-New,1 or 2 Family Dwelling,11/7/2013,90011,2,No,2-4 units,2,2267,"(34.01889, -118.25829)"
112871,11/18/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-01017,Bldg-New,1 or 2 Family Dwelling,11/18/2013,90003,2,No,2-4 units,2,2395.02,"(33.96842, -118.26858)"
111790,11/18/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,12010-10000-01850,Bldg-New,1 or 2 Family Dwelling,11/18/2013,90003,2,No,2-4 units,2,2405,"(33.94454, -118.27571)"
108941,11/27/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,12010-10000-02158,Bldg-New,1 or 2 Family Dwelling,11/27/2013,90003,2,No,2-4 units,2,2383.1,
114885,11/27/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-01200,Bldg-New,1 or 2 Family Dwelling,11/27/2013,90003,2,No,2-4 units,2,2397.02,"(33.96293, -118.27185)"
111405,11/27/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,12010-10000-02602,Bldg-New,1 or 2 Family Dwelling,11/27/2013,90003,2,No,2-4 units,2,2400.1,"(33.95816, -118.27024)"
115135,11/27/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,13010-10000-01492,Bldg-New,1 or 2 Family Dwelling,11/27/2013,90003,2,No,2-4 units,2,2398.02,"(33.96183, -118.26662)"
110380,11/27/2013,2013,2013-17,Q4,11,Q4 2013,CofO Issued,12010-10000-02749,Bldg-New,1 or 2 Family Dwelling,11/27/2013,90062,2,No,2-4 units,2,2314,"(34.01361, -118.30942)"
115312,12/3/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-70000-01714,Bldg-New,1 or 2 Family Dwelling,12/3/2013,90011,2,No,2-4 units,2,2291,"(33.99123, -118.24892)"
107806,12/3/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-01868,Bldg-New,1 or 2 Family Dwelling,12/3/2013,90044,2,No,2-4 units,2,2377.2,"(33.96863, -118.28834)"
112041,12/12/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02760,Bldg-New,1 or 2 Family Dwelling,12/12/2013,90061,2,No,2-4 units,2,2411.2,"(33.9338, -118.26999)"
112044,12/12/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02763,Bldg-New,1 or 2 Family Dwelling,12/12/2013,90061,2,No,2-4 units,2,2411.2,"(33.93346, -118.26968)"
114184,12/12/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-00745,Bldg-New,1 or 2 Family Dwelling,12/12/2013,90047,2,No,2-4 units,2,2382,"(33.9617, -118.30342)"
75135,12/12/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,04010-70000-04556,Bldg-New,1 or 2 Family Dwelling,12/12/2013,90044,2,No,2-4 units,2,2377.2,"(33.96793, -118.28495)"
112043,12/12/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02762,Bldg-New,1 or 2 Family Dwelling,12/12/2013,90061,2,No,2-4 units,2,2411.2,"(33.93378, -118.26973)"
113356,12/17/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-30000-00808,Bldg-New,1 or 2 Family Dwelling,12/17/2013,90003,2,No,2-4 units,2,2405,"(33.9493, -118.27307)"
113164,12/18/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-00494,Bldg-New,1 or 2 Family Dwelling,12/18/2013,90001,2,No,2-4 units,2,2398.01,"(33.96478, -118.26397)"
109811,12/18/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02246,Bldg-New,1 or 2 Family Dwelling,12/18/2013,90044,2,No,2-4 units,2,2371.01,"(33.98562, -118.29041)"
108381,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02223,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90001,2,No,2-4 units,2,2398.01,"(33.96548, -118.25957)"
113277,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-00946,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90011,2,No,2-4 units,2,2260.01,"(34.02518, -118.25494)"
114194,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-00398,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90003,2,No,2-4 units,2,2392.02,"(33.98323, -118.27151)"
113235,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-00678,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90037,2,No,2-4 units,2,2316,"(34.00387, -118.29818)"
111614,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-70000-02906,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90029,2,No,2-4 units,2,1911.2,"(34.09173, -118.30583)"
112599,12/19/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,12010-10000-02888,Bldg-New,1 or 2 Family Dwelling,12/19/2013,90002,2,No,2-4 units,2,2400.1,"(33.95728, -118.25792)"
33758,12/23/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,06010-70000-02183,Bldg-New,1 or 2 Family Dwelling,12/23/2013,90011,2,No,2-4 units,2,2284.1,"(34.01415, -118.26846)"
114888,12/31/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-01307,Bldg-New,1 or 2 Family Dwelling,12/31/2013,90001,2,No,2-4 units,2,2395.01,"(33.97196, -118.26323)"
116047,12/31/2013,2013,2013-17,Q4,12,Q4 2013,CofO Issued,13010-10000-01144,Bldg-New,1 or 2 Family Dwelling,12/31/2013,90001,2,No,2-4 units,2,2398.01,"(33.96548, -118.26036)"
116190,1/2/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01881,Bldg-New,1 or 2 Family Dwelling,1/2/2014,90044,2,No,2-4 units,2,2404.01,"(33.95018, -118.2909)"
110920,1/3/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,12010-20000-02387,Bldg-New,1 or 2 Family Dwelling,1/3/2014,90027,2,No,2-4 units,2,1891.01,"(34.1061, -118.28617)"
115196,1/6/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01528,Bldg-New,1 or 2 Family Dwelling,1/6/2014,90011,2,No,2-4 units,2,2294.2,"(33.99171, -118.25794)"
114943,1/7/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01503,Bldg-New,1 or 2 Family Dwelling,1/7/2014,90003,2,No,2-4 units,2,2411.2,"(33.94112, -118.2791)"
116044,1/9/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01142,Bldg-New,1 or 2 Family Dwelling,1/9/2014,90044,2,No,2-4 units,2,2403,"(33.9535, -118.28801)"
112944,1/13/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-00253,Bldg-New,1 or 2 Family Dwelling,1/13/2014,90002,2,No,2-4 units,2,2400.1,"(33.95909, -118.25916)"
113439,1/13/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,12010-70000-01148,Bldg-New,1 or 2 Family Dwelling,1/13/2014,90037,2,No,2-4 units,2,2328,"(33.99456, -118.27777)"
113907,1/22/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-70000-00452,Bldg-New,1 or 2 Family Dwelling,1/22/2014,90001,2,No,2-4 units,2,2395.02,"(33.97037, -118.26256)"
104325,1/27/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,11010-70000-02620,Bldg-New,1 or 2 Family Dwelling,1/27/2014,90018,2,No,2-4 units,2,2225,"(34.02178, -118.30782)"
116001,1/31/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01963,Bldg-New,1 or 2 Family Dwelling,1/31/2014,90001,2,No,2-4 units,2,2395.02,"(33.97009, -118.26427)"
116004,1/31/2014,2014,2013-17,Q1,1,Q1 2014,CofO Issued,13010-10000-01264,Bldg-New,1 or 2 Family Dwelling,1/31/2014,90037,2,No,2-4 units,2,2327,"(33.99224, -118.28643)"
109099,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,11010-10000-01328,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90011,2,No,2-4 units,2,2270.2,"(34.01611, -118.24874)"
23965,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,05010-10000-03488,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90016,2,No,2-4 units,2,2183,"(34.03939, -118.36448)"
116935,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-10000-01531,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90011,2,No,2-4 units,2,2283.2,"(34.00828, -118.26779)"
116971,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-10000-02114,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90037,2,No,2-4 units,2,2321.1,"(34.00074, -118.28881)"
109098,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,11010-10000-01327,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90011,2,No,2-4 units,2,2270.2,"(34.01611, -118.24874)"
112258,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,12010-70000-03014,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90015,2,No,2-4 units,3,2100.1,"(34.04638, -118.27516)"
112257,2/5/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,12010-70000-03013,Bldg-New,1 or 2 Family Dwelling,2/5/2014,90015,2,No,2-4 units,3,2100.1,"(34.04649, -118.27499)"
114946,2/6/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-10000-01505,Bldg-New,1 or 2 Family Dwelling,2/6/2014,90061,2,No,2-4 units,2,2414,"(33.92351, -118.27195)"
115866,2/6/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-70000-01794,Bldg-New,1 or 2 Family Dwelling,2/6/2014,90061,2,No,2-4 units,2,2411.2,"(33.93529, -118.27857)"
101643,2/10/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,12010-20000-00346,Bldg-New,1 or 2 Family Dwelling,2/10/2014,91335,2,No,2-4 units,2,1317.01,"(34.20348, -118.55378)"
112336,2/14/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,12010-70000-02659,Bldg-New,1 or 2 Family Dwelling,2/14/2014,90061,2,No,2-4 units,3,2414,"(33.92386, -118.27249)"
86068,2/14/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,10010-10000-00510,Bldg-New,1 or 2 Family Dwelling,2/14/2014,90001,2,No,2-4 units,2,2395.02,"(33.96757, -118.26387)"
117517,2/14/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-70000-01980,Bldg-New,1 or 2 Family Dwelling,2/14/2014,90037,2,No,2-4 units,2,2319,"(34.00299, -118.27513)"
115456,2/28/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-70000-01786,Bldg-New,1 or 2 Family Dwelling,2/28/2014,90043,2,No,2-4 units,2,2349.02,"(33.97938, -118.33403)"
114183,2/28/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-10000-00948,Bldg-New,1 or 2 Family Dwelling,2/28/2014,90003,2,No,2-4 units,2,2402,"(33.958, -118.27706)"
111085,2/28/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,12010-10000-02774,Bldg-New,1 or 2 Family Dwelling,2/28/2014,90710,2,No,2-4 units,2,2933.04,"(33.79231, -118.30539)"
115455,2/28/2014,2014,2013-17,Q1,2,Q1 2014,CofO Issued,13010-70000-01788,Bldg-New,1 or 2 Family Dwelling,2/28/2014,90043,2,No,2-4 units,2,2349.02,"(33.97947, -118.33403)"
117535,3/3/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-02260,Bldg-New,1 or 2 Family Dwelling,3/3/2014,90037,2,No,2-4 units,2,2319,"(33.99567, -118.27544)"
110955,3/3/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,12010-20000-02968,Bldg-New,1 or 2 Family Dwelling,3/3/2014,90019,2,No,2-4 units,2,2128,"(34.05119, -118.33466)"
111386,3/4/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-70000-00195,Bldg-New,1 or 2 Family Dwelling,3/4/2014,90061,2,No,2-4 units,2,2411.2,"(33.93637, -118.27643)"
118173,3/4/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-70000-02581,Bldg-New,1 or 2 Family Dwelling,3/4/2014,90003,2,No,2-4 units,2,2406,"(33.94547, -118.26681)"
62652,3/4/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,07010-70000-05587,Bldg-New,1 or 2 Family Dwelling,3/4/2014,90003,2,No,2-4 units,2,2402,"(33.95774, -118.27463)"
115349,3/5/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01533,Bldg-New,1 or 2 Family Dwelling,3/5/2014,90001,2,No,2-4 units,2,2398.01,"(33.96661, -118.25971)"
118180,3/6/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-70000-02566,Bldg-New,1 or 2 Family Dwelling,3/6/2014,90011,2,No,2-4 units,2,2281,"(34.01168, -118.248)"
112174,3/6/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-70000-00073,Bldg-New,1 or 2 Family Dwelling,3/6/2014,90001,2,No,2-4 units,2,2398.02,"(33.96177, -118.26029)"
116085,3/10/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01692,Bldg-New,1 or 2 Family Dwelling,3/10/2014,90001,2,No,2-4 units,2,2398.02,"(33.96298, -118.26162)"
113668,3/10/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,12010-70000-02990,Bldg-New,1 or 2 Family Dwelling,3/10/2014,90003,2,No,2-4 units,2,2398.02,"(33.96329, -118.26541)"
117134,3/13/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-02288,Bldg-New,1 or 2 Family Dwelling,3/13/2014,90001,2,No,2-4 units,2,2395.02,"(33.97038, -118.26098)"
117321,3/13/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01536,Bldg-New,1 or 2 Family Dwelling,3/13/2014,90003,2,No,2-4 units,2,2395.01,"(33.97201, -118.26789)"
116167,3/13/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01968,Bldg-New,1 or 2 Family Dwelling,3/13/2014,90011,2,No,2-4 units,2,2281,"(34.01125, -118.24888)"
117928,3/19/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-02305,Bldg-New,1 or 2 Family Dwelling,3/19/2014,90044,2,No,2-4 units,2,2371.02,"(33.98429, -118.2844)"
116707,3/19/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01145,Bldg-New,1 or 2 Family Dwelling,3/19/2014,90044,2,No,2-4 units,2,2371.01,"(33.98676, -118.28968)"
115911,3/19/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-01534,Bldg-New,1 or 2 Family Dwelling,3/19/2014,90003,2,No,2-4 units,2,2396.01,"(33.97263, -118.27721)"
107353,3/25/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,12010-10000-01334,Bldg-New,1 or 2 Family Dwelling,3/25/2014,90023,2,No,2-4 units,2,2047,"(34.03421, -118.21169)"
118227,3/28/2014,2014,2013-17,Q1,3,Q1 2014,CofO Issued,13010-10000-02307,Bldg-New,1 or 2 Family Dwelling,3/28/2014,90044,2,No,2-4 units,2,2382,"(33.96168, -118.29453)"
118503,4/8/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,13010-70000-02472,Bldg-New,1 or 2 Family Dwelling,4/8/2014,90001,2,No,2-4 units,2,2398.02,"(33.96389, -118.25903)"
118226,4/9/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,13010-10000-02231,Bldg-New,1 or 2 Family Dwelling,4/9/2014,90003,2,No,2-4 units,2,2411.1,"(33.94114, -118.27228)"
99236,4/14/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,11010-10000-00448,Bldg-New,1 or 2 Family Dwelling,4/14/2014,90016,2,No,2-4 units,2,2185,"(34.03673, -118.34893)"
116870,4/14/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,13010-10000-01967,Bldg-New,1 or 2 Family Dwelling,4/14/2014,90003,2,No,2-4 units,2,2395.01,"(33.97395, -118.26657)"
117451,4/17/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,13010-10000-02737,Bldg-New,1 or 2 Family Dwelling,4/17/2014,90003,2,No,2-4 units,2,2397.02,"(33.96111, -118.27144)"
108132,4/24/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,12010-10000-02030,Bldg-New,1 or 2 Family Dwelling,4/24/2014,90003,2,No,2-4 units,2,2377.1,"(33.97358, -118.28167)"
118328,4/29/2014,2014,2013-17,Q2,4,Q2 2014,CofO Issued,13010-10000-02113,Bldg-New,1 or 2 Family Dwelling,4/29/2014,90001,2,No,2-4 units,2,2395.01,"(33.97308, -118.26443)"
118808,5/5/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,13010-10000-02803,Bldg-New,1 or 2 Family Dwelling,5/5/2014,90062,2,No,2-4 units,2,2314,"(34.01291, -118.30949)"
119202,5/5/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,13010-10000-02433,Bldg-New,1 or 2 Family Dwelling,5/5/2014,90037,2,No,2-4 units,2,2327,"(33.9934, -118.28594)"
119200,5/5/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,13010-10000-02708,Bldg-New,1 or 2 Family Dwelling,5/5/2014,90044,2,No,2-4 units,2,2371.02,"(33.98437, -118.28479)"
118724,5/15/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,13010-10000-02602,Bldg-New,1 or 2 Family Dwelling,5/15/2014,90003,2,No,2-4 units,2,2392.01,"(33.9868, -118.275)"
114686,5/20/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,11010-20000-01624,Bldg-New,1 or 2 Family Dwelling,5/20/2014,91342,2,No,2-4 units,2,1064.06,"(34.32291, -118.4516)"
114687,5/20/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,11010-20000-01625,Bldg-New,1 or 2 Family Dwelling,5/20/2014,91342,2,No,2-4 units,2,1064.06,"(34.32288, -118.45143)"
114688,5/20/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,11010-20000-01626,Bldg-New,1 or 2 Family Dwelling,5/20/2014,91342,2,No,2-4 units,2,1064.06,"(34.32285, -118.45128)"
114689,5/20/2014,2014,2013-17,Q2,5,Q2 2014,CofO Issued,11010-20000-01627,Bldg-New,1 or 2 Family Dwelling,5/20/2014,91342,2,No,2-4 units,2,1064.06,"(34.32279, -118.45104)"
